Name,RowId,Description
"Dated Hempen Doublet (Beige)",656,""
"Dated Hempen Robe",657,""
"Dated Hempen Robe (Brown)",658,""
"Dated Hempen Robe (Grey)",659,""
"Dated Hempen Robe (Beige)",660,""
"Dated Hempen Shepherd's Tunic",661,""
"Dated Hempen Shepherd's Tunic (Brown)",662,""
"Dated Hempen Shepherd's Tunic (Grey)",663,""
"Dated Hempen Shepherd's Tunic (Beige)",664,""
"Dated Hempen Shirt",665,""
"Dated Hempen Shirt (Brown)",666,""
"Dated Hempen Shirt (Grey)",667,""
"Dated Hempen Shirt (Beige)",668,""
"Dated Hunting Tunic (Brown)",669,""
"Dated Hunting Tunic (Grey)",670,""
"Dated Hunting Tunic (Beige)",671,""
"Dated Hempen Acton (Grey)",672,""
"Dated Hempen Acton (Beige)",673,""
"Dated Hempen Acton (Brown)",674,""
"Dated Cotton Dalmatica",675,""
"Dated Cotton Dalmatica (Red)",676,""
"Dated Cotton Dalmatica (Yellow)",677,""
"Dated Cotton Dalmatica (Green)",678,""
"Dated Cotton Dalmatica (Blue)",679,""
"Dated Cotton Tunic",680,""
"Dated Cotton Tunic (Green)",681,""
"Dated Cotton Tunic (Blue)",682,""
"Dated Cotton Tunic (Red)",683,""
"Dated Cotton Tunic (Yellow)",684,""
"Dated Cotton Halfrobe",685,""
"Dated Cotton Halfrobe (Green)",686,""
"Dated Cotton Halfrobe (Blue)",687,""
"Dated Cotton Halfrobe (Red)",688,""
"Dated Cotton Halfrobe (Yellow)",689,""
"Dated Bronze Chainmail",690,""
"Dated Bronze Chainmail (Brown)",691,""
"Dated Bronze Chainmail (Grey)",692,""
"Dated Bronze Chainmail (Beige)",693,""
"Dated Sheepskin Harness (Taupe)",694,""
"Dated Sheepskin Harness (Grey)",695,""
"Dated Cotton Gown",696,""
"Dated Cotton Gown (Red)",697,""
"Dated Cotton Gown (Yellow)",698,""
"Dated Cotton Gown (Green)",699,""
"Dated Cotton Gown (Blue)",700,""
"Dated Cotton Doublet Vest",701,""
"Dated Cotton Doublet Vest (Green)",702,""
"Dated Cotton Doublet Vest (Blue)",703,""
"Dated Cotton Doublet Vest (Red)",704,""
"Dated Cotton Doublet Vest (Yellow)",705,""
"Dated Bone Scale Mail (Grey)",706,""
"Dated Bone Scale Mail (Taupe)",707,""
"Dated Hempen Cowl",708,"Cannot equip gear to head."
"Dated Hempen Cowl (Beige)",709,"Cannot equip gear to head."
"Dated Hempen Cowl (Grey)",710,"Cannot equip gear to head."
"Dated Hempen Cowl (Brown)",711,"Cannot equip gear to head."
"Dated Dodoskin Jacket (Rat)",712,""
"Dated Dodoskin Jacket (Squirrel)",713,""
"Dated Dodoskin Jacket (Marmot)",714,""
"Dated Cotton Tabard",715,""
"Dated Cotton Tabard (Green)",716,""
"Dated Cotton Tabard (Blue)",717,""
"Dated Cotton Tabard (Red)",718,""
"Dated Cotton Tabard (Yellow)",719,""
"Dated Cotton Doublet",720,""
"Dated Cotton Doublet (Red)",721,""
"Dated Cotton Doublet (Yellow)",722,""
"Dated Cotton Doublet (Green)",723,""
"Dated Cotton Doublet (Blue)",724,""
"Dated Cotton Robe",725,""
"Dated Cotton Robe (Red)",726,""
"Dated Cotton Robe (Yellow)",727,""
"Dated Cotton Robe (Green)",728,""
"Dated Cotton Robe (Blue)",729,""
"Dated Taupe Sheepskin Jerkin",730,""
"Dated Taupe Sheepskin Jerkin (Grey)",731,""
"Dated Sheepskin Jerkin",732,""
"Dated Slate-grey Sheepskin Jerkin (Brown)",733,""
"Dated Cotton Shepherd's Tunic",734,""
"Dated Cotton Shepherd's Tunic (Red)",735,""
"Dated Cotton Shepherd's Tunic (Yellow)",736,""
"Dated Cotton Shepherd's Tunic (Green)",737,""
"Dated Cotton Shepherd's Tunic (Blue)",738,""
"Dated Cotton Shirt",739,""
"Dated Cotton Shirt (Red)",740,""
"Dated Cotton Shirt (Yellow)",741,""
"Dated Cotton Shirt (Green)",742,""
"Dated Cotton Shirt (Blue)",743,""
"Dated Trapper's Tunic",744,""
"Dated Trapper's Tunic (Red)",745,""
"Dated Trapper's Tunic (Yellow)",746,""
"Dated Trapper's Tunic (Green)",747,""
"Dated Trapper's Tunic (Blue)",748,""
"Dated Cotton Acton (Red)",749,""
"Dated Cotton Acton (Blue)",750,""
"Dated Cotton Acton (Yellow)",751,""
"Dated Cotton Acton (Green)",752,""
"Dated Bronze Scale Mail",753,""
"Dated Canvas Dalmatica",754,""
"Dated Canvas Dalmatica (Auburn)",755,""
"Dated Canvas Dalmatica (Pink)",756,""
"Dated Canvas Dalmatica (Brown)",757,""
"Dated Canvas Dalmatica (Blue)",758,""
"Dated Canvas Tunic",759,""
"Dated Canvas Tunic (Auburn)",760,""
"Dated Canvas Tunic (Pink)",761,""
"Dated Canvas Tunic (Brown)",762,""
"Dated Canvas Tunic (Blue)",763,""
"Dated Canvas Halfrobe",764,""
"Dated Canvas Halfrobe (Auburn)",765,""
"Dated Canvas Halfrobe (Pink)",766,""
"Dated Canvas Halfrobe (Brown)",767,""
"Dated Canvas Halfrobe (Blue)",768,""
"Dated Sentinel's Chainmail",769,""
"Dated Sentinel's Chainmail (Red)",770,""
"Dated Sentinel's Chainmail (Yellow)",771,""
"Dated Sentinel's Chainmail (Green)",772,""
"Dated Sentinel's Chainmail (Blue)",773,""
"Dated Dodoskin Harness (Taupe)",774,""
"Dated Dodoskin Harness (Grey)",775,""
"Dated Canvas Gown",776,""
"Dated Canvas Gown (Auburn)",777,""
"Dated Canvas Gown (Pink)",778,""
"Dated Canvas Gown (Brown)",779,""
"Dated Canvas Gown (Blue)",780,""
"Dated Canvas Doublet Vest",781,""
"Dated Canvas Doublet Vest (Auburn)",782,""
"Dated Canvas Doublet Vest (Pink)",783,""
"Dated Canvas Doublet Vest (Brown)",784,""
"Dated Canvas Doublet Vest (Blue)",785,""
"Dated Cotton Cowl",786,"Cannot equip gear to head."
"Dated Cotton Cowl (Yellow)",787,"Cannot equip gear to head."
"Dated Cotton Cowl (Green)",788,"Cannot equip gear to head."
"Dated Cotton Cowl (Blue)",789,"Cannot equip gear to head."
"Dated Cotton Cowl (Red)",790,"Cannot equip gear to head."
"Dated Leather Jacket (Black)",791,""
"Dated Leather Jacket (Ochre)",792,""
"Dated Leather Jacket (Green)",793,""
"Dated Leather Jacket (Red)",794,""
"Dated Canvas Tabard",795,""
"Dated Canvas Tabard (Auburn)",796,""
"Dated Canvas Tabard (Pink)",797,""
"Dated Canvas Tabard (Brown)",798,""
"Dated Canvas Tabard (Blue)",799,""
"Dated Canvas Doublet",800,""
"Dated Canvas Doublet (Auburn)",801,""
"Dated Canvas Doublet (Pink)",802,""
"Dated Canvas Doublet (Brown)",803,""
"Dated Canvas Doublet (Blue)",804,""
"Dated Canvas Robe",805,""
"Dated Canvas Robe (Auburn)",806,""
"Dated Canvas Robe (Pink)",807,""
"Dated Canvas Robe (Brown)",808,""
"Dated Canvas Robe (Blue)",809,""
"Dated Dodoskin Jerkin",810,""
"Dated Dodoskin Jerkin (Red)",811,""
"Dated Dodoskin Jerkin (Yellow)",812,""
"Dated Dodoskin Jerkin (Green)",813,""
"Dated Dodoskin Jerkin (Blue)",814,""
"Dated Bronze Haubergeon",815,""
"Dated Bronze Haubergeon (Red)",816,""
"Dated Bronze Haubergeon (Yellow)",817,""
"Dated Bronze Haubergeon (Green)",818,""
"Dated Bronze Haubergeon (Blue)",819,""
"Dated Canvas Shepherd's Tunic",820,""
"Dated Canvas Shepherd's Tunic (Auburn)",821,""
"Dated Canvas Shepherd's Tunic (Pink)",822,""
"Dated Canvas Shepherd's Tunic (Brown)",823,""
"Dated Canvas Shepherd's Tunic (Blue)",824,""
"Dated Tracker's Tunic",825,""
"Dated Tracker's Tunic (Auburn)",826,""
"Dated Tracker's Tunic (Pink)",827,""
"Dated Tracker's Tunic (Brown)",828,""
"Dated Tracker's Tunic (Blue)",829,""
"Dated Canvas Acton (Auburn)",830,""
"Dated Canvas Acton (Pink)",831,""
"Dated Canvas Acton (Brown)",832,""
"Dated Canvas Acton (Blue)",833,""
"Dated Canvas Coatee",834,""
"Dated Canvas Coatee (Auburn)",835,""
"Dated Canvas Coatee (Pink)",836,""
"Dated Canvas Coatee (Brown)",837,""
"Dated Canvas Coatee (Blue)",838,""
"Dated Mercenary's Chainmail",839,""
"Dated Mercenary's Chainmail (Red)",840,""
"Dated Mercenary's Chainmail (Yellow)",841,""
"Dated Mercenary's Chainmail (Green)",842,""
"Dated Mercenary's Chainmail (Blue)",843,""
"Dated Leather Harness (Black)",844,""
"Dated Leather Harness (Ochre)",845,""
"Dated Leather Harness (Green)",846,""
"Dated Leather Harness (Red)",847,""
"Dated Velveteen Gown",848,""
"Dated Velveteen Gown (Black)",849,""
"Dated Velveteen Gown (Red)",850,""
"Dated Velveteen Gown (Yellow)",851,""
"Dated Velveteen Gown (Green)",852,""
"Dated Velveteen Doublet Vest",853,""
"Dated Velveteen Doublet Vest (Green)",854,""
"Dated Velveteen Doublet Vest (Red)",855,""
"Dated Velveteen Doublet Vest (Black)",856,""
"Dated Velveteen Doublet Vest (Yellow)",857,""
"Dated Canvas Cowl",858,"Cannot equip gear to head."
"Dated Canvas Cowl (Yellow)",859,"Cannot equip gear to head."
"Dated Canvas Cowl (Green)",860,"Cannot equip gear to head."
"Dated Canvas Cowl (Blue)",861,"Cannot equip gear to head."
"Dated Canvas Cowl (Red)",862,"Cannot equip gear to head."
"Dated Scouting Jacket (Black)",863,""
"Dated Scouting Jacket (Ochre)",864,""
"Dated Scouting Jacket (Green)",865,""
"Dated Scouting Jacket (Red)",866,""
"Dated Velveteen Tabard",867,""
"Dated Velveteen Tabard (Green)",868,""
"Dated Velveteen Tabard (Red)",869,""
"Dated Velveteen Tabard (Black)",870,""
"Dated Velveteen Tabard (Yellow)",871,""
"Dated Velveteen Robe",872,""
"Dated Velveteen Robe (Black)",873,""
"Dated Velveteen Robe (Red)",874,""
"Dated Velveteen Robe (Yellow)",875,""
"Dated Velveteen Robe (Green)",876,""
"Dated Leather Jerkin",877,""
"Dated Leather Jerkin (Auburn)",878,""
"Dated Leather Jerkin (Pink)",879,""
"Dated Leather Jerkin (Brown)",880,""
"Dated Leather Jerkin (Blue)",881,""
"Dated Iron Haubergeon",882,""
"Dated Iron Haubergeon (Auburn)",883,""
"Dated Iron Haubergeon (Pink)",884,""
"Dated Iron Haubergeon (Brown)",885,""
"Dated Iron Haubergeon (Blue)",886,""
"Dated Bronze Cuirass",887,""
"Dated Bronze Cuirass (Auburn)",888,""
"Dated Bronze Cuirass (Pink)",889,""
"Dated Bronze Cuirass (Brown)",890,""
"Dated Bronze Cuirass (Blue)",891,""
"Dated Velveteen Shirt",892,""
"Dated Velveteen Shirt (Black)",893,""
"Dated Velveteen Shirt (Red)",894,""
"Dated Velveteen Shirt (Yellow)",895,""
"Dated Velveteen Shirt (Green)",896,""
"Dated Bowman's Tunic",897,""
"Dated Bowman's Tunic (Black)",898,""
"Dated Bowman's Tunic (Red)",899,""
"Dated Bowman's Tunic (Yellow)",900,""
"Dated Bowman's Tunic (Green)",901,""
"Dated Velveteen Acton",902,""
"Dated Velveteen Acton (Green)",903,""
"Dated Velveteen Acton (Yellow)",904,""
"Dated Velveteen Acton (Black)",905,""
"Dated Velveteen Coatee",906,""
"Dated Velveteen Coatee (Black)",907,""
"Dated Velveteen Coatee (Red)",908,""
"Dated Velveteen Coatee (Yellow)",909,""
"Dated Velveteen Coatee (Green)",910,""
"Dated Cavalier's Chainmail",911,""
"Dated Cavalier's Chainmail (Auburn)",912,""
"Dated Cavalier's Chainmail (Pink)",913,""
"Dated Cavalier's Chainmail (Brown)",914,""
"Dated Cavalier's Chainmail (Blue)",915,""
"Dated Toadskin Harness (Black)",916,""
"Dated Toadskin Harness (Ochre)",917,""
"Dated Toadskin Harness (Green)",918,""
"Dated Toadskin Harness (Red)",919,""
"Dated Chef's Apron",920,""
"Dated Chef's Apron (Black)",921,""
"Dated Chef's Apron (Red)",922,""
"Dated Chef's Apron (Yellow)",923,""
"Dated Chef's Apron (Green)",924,""
"Dated Velveteen Cowl",925,"Cannot equip gear to head."
"Dated Velveteen Cowl (Black)",926,"Cannot equip gear to head."
"Dated Velveteen Cowl (Green)",927,"Cannot equip gear to head."
"Dated Velveteen Cowl (Red)",928,"Cannot equip gear to head."
"Dated Velveteen Cowl (Yellow)",929,"Cannot equip gear to head."
"Dated Harrier's Jacket (Black)",930,""
"Dated Harrier's Jacket (Ochre)",931,""
"Dated Harrier's Jacket (Green)",932,""
"Dated Harrier's Jacket (Red)",933,""
"Dated Tarred Leather Jerkin",934,""
"Dated Tarred Leather Jerkin (Black)",935,""
"Dated Tarred Leather Jerkin (Red)",936,""
"Dated Tarred Leather Jerkin (Yellow)",937,""
"Dated Tarred Leather Jerkin (Green)",938,""
"Dated Cavalry Haubergeon",939,""
"Dated Cavalry Haubergeon (Black)",940,""
"Dated Cavalry Haubergeon (Red)",941,""
"Dated Cavalry Haubergeon (Yellow)",942,""
"Dated Cavalry Haubergeon (Green)",943,""
"Dated Iron Cuirass",944,""
"Dated Iron Cuirass (Green)",945,""
"Dated Iron Cuirass (Brown)",946,""
"Dated Linen Coatee",947,""
"Dated Linen Coatee (Pink)",948,""
"Dated Linen Coatee (Blue)",949,""
"Dated Linen Coatee (Brown)",950,""
"Dated Linen Coatee (Yellow)",951,""
"Weathered Slops (Brown)",952,""
"Weathered Slops (Grey)",953,""
"Weathered Slops (Beige)",954,""
"Weathered Trousers",955,""
"Weathered Breeches (Grey)",956,""
"Weathered Chausses",957,""
"Weathered Chausses (Grey)",958,""
"Weathered Culottes (Grey)",959,""
"Weathered Kecks (Brown)",960,""
"Weathered Kecks (Grey)",961,""
"Weathered Sarouel (Brown)",962,""
"Weathered Tights",963,""
"Dated Hempen Breeches",964,""
"Dated Hempen Breeches (Brown)",965,""
"Dated Hempen Breeches (Grey)",966,""
"Dated Hempen Breeches (Beige)",967,""
"Dated Hempen Chausses",968,""
"Dated Hempen Chausses (Brown)",969,""
"Dated Hempen Chausses (Grey)",970,""
"Dated Hempen Chausses (Beige)",971,""
"Dated Hempen Slops",972,""
"Dated Hempen Slops (Beige)",973,""
"Dated Hempen Slops (Brown)",974,""
"Dated Hempen Slops (Grey)",975,""
"Dated Hempen Tights",976,""
"Dated Hempen Tights (Beige)",977,""
"Dated Hempen Tights (Grey)",978,""
"Dated Hempen Tights (Brown)",979,""
"Dated Hempen Shepherd's Slops",980,""
"Dated Hempen Shepherd's Slops (Brown)",981,""
"Dated Hempen Shepherd's Slops (Grey)",982,""
"Dated Hempen Shepherd's Slops (Beige)",983,""
"Dated Hempen Sarouel (Brown)",984,""
"Dated Hempen Sarouel (Grey)",985,""
"Dated Hempen Sarouel (Beige)",986,""
"Dated Hempen Kecks (Brown)",987,""
"Dated Hempen Kecks (Grey)",988,""
"Dated Cotton Breeches",989,""
"Dated Cotton Breeches (Red)",990,""
"Dated Cotton Breeches (Yellow)",991,""
"Dated Cotton Breeches (Green)",992,""
"Dated Cotton Breeches (Blue)",993,""
"Dated Sheepskin Subligar (Brown)",994,""
"Dated Sheepskin Subligar (Grey)",995,""
"Dated Cotton Chausses",996,""
"Dated Cotton Chausses (Red)",997,""
"Dated Cotton Chausses (Yellow)",998,""
"Dated Cotton Chausses (Green)",999,""
"Dated Cotton Chausses (Blue)",1000,""
"Dated Cotton Slops",1001,""
"Dated Cotton Slops (Yellow)",1002,""
"Dated Cotton Slops (Green)",1003,""
"Dated Cotton Slops (Blue)",1004,""
"Dated Cotton Slops (Red)",1005,""
"Dated Cotton Tights",1006,""
"Dated Cotton Tights (Yellow)",1007,""
"Dated Cotton Tights (Green)",1008,""
"Dated Cotton Tights (Blue)",1009,""
"Dated Cotton Tights (Red)",1010,""
"Dated Sheepskin Culottes",1011,""
"Dated Sheepskin Culottes (Grey)",1012,""
"Dated Sheepskin Culottes (Beige)",1013,""
"Dated Sheepskin Culottes (Brown)",1014,""
"Dated Sheepskin Skirt",1015,""
"Dated Cotton Shepherd's Slops",1016,""
"Dated Cotton Shepherd's Slops (Red)",1017,""
"Dated Cotton Shepherd's Slops (Yellow)",1018,""
"Dated Cotton Shepherd's Slops (Blue)",1019,""
"Dated Cotton Shepherd's Slops (Green)",1020,""
"Dated Hempen Trousers",1021,""
"Dated Hempen Trousers (Beige)",1022,""
"Dated Hempen Trousers (Brown)",1023,""
"Dated Hempen Trousers (Grey)",1024,""
"Dated Cotton Sarouel (Red)",1025,""
"Dated Cotton Sarouel (Yellow)",1026,""
"Dated Cotton Sarouel (Green)",1027,""
"Dated Cotton Sarouel (Blue)",1028,""
"Dated Cotton Kecks",1029,""
"Dated Cotton Kecks (Blue)",1030,""
"Dated Canvas Breeches",1031,""
"Dated Canvas Breeches (Auburn)",1032,""
"Dated Canvas Breeches (Pink)",1033,""
"Dated Canvas Breeches (Brown)",1034,""
"Dated Canvas Breeches (Blue)",1035,""
"Dated Dodoskin Subligar (Yellow)",1036,""
"Dated Dodoskin Subligar (Green)",1037,""
"Dated Canvas Chausses",1038,""
"Dated Canvas Chausses (Auburn)",1039,""
"Dated Canvas Chausses (Pink)",1040,""
"Dated Canvas Chausses (Brown)",1041,""
"Dated Canvas Chausses (Blue)",1042,""
"Dated Canvas Slops",1043,""
"Dated Canvas Slops (Pink)",1044,""
"Dated Canvas Slops (Brown)",1045,""
"Dated Canvas Slops (Blue)",1046,""
"Dated Canvas Slops (Auburn)",1047,""
"Dated Dodoskin Culottes",1048,""
"Dated Dodoskin Culottes (Red)",1049,""
"Dated Dodoskin Culottes (Yellow)",1050,""
"Dated Dodoskin Culottes (Green)",1051,""
"Dated Dodoskin Culottes (Blue)",1052,""
"Dated Dodoskin Skirt",1053,""
"Dated Canvas Shepherd's Slops",1054,""
"Dated Canvas Shepherd's Slops (Auburn)",1055,""
"Dated Canvas Shepherd's Slops (Pink)",1056,""
"Dated Canvas Shepherd's Slops (Brown)",1057,""
"Dated Canvas Shepherd's Slops (Blue)",1058,""
"Dated Cotton Trousers",1059,""
"Dated Cotton Trousers (Yellow)",1060,""
"Dated Cotton Trousers (Green)",1061,""
"Dated Cotton Trousers (Blue)",1062,""
"Dated Cotton Trousers (Red)",1063,""
"Dated Canvas Kecks",1064,""
"Dated Canvas Kecks (Auburn)",1065,""
"Dated Canvas Bottom",1066,""
"Dated Canvas Bottom (Auburn)",1067,""
"Dated Canvas Bottom (Pink)",1068,""
"Dated Canvas Bottom (Brown)",1069,""
"Dated Canvas Bottom (Blue)",1070,""
"Dated Velveteen Hose",1071,""
"Dated Velveteen Hose (Black)",1072,""
"Dated Velveteen Hose (Red)",1073,""
"Dated Velveteen Hose (Yellow)",1074,""
"Dated Velveteen Hose (Green)",1075,""
"Dated Leather Subligar (Black)",1076,""
"Dated Leather Subligar (Green)",1077,""
"Dated Velveteen Chausses",1078,""
"Dated Velveteen Chausses (Black)",1079,""
"Dated Velveteen Chausses (Red)",1080,""
"Dated Velveteen Chausses (Yellow)",1081,""
"Dated Velveteen Chausses (Green)",1082,""
"Dated Velveteen Tights",1083,""
"Dated Velveteen Tights (Black)",1084,""
"Dated Velveteen Tights (Green)",1085,""
"Dated Velveteen Tights (Red)",1086,""
"Dated Velveteen Tights (Yellow)",1087,""
"Dated Leather Culottes",1088,""
"Dated Leather Culottes (Auburn)",1089,""
"Dated Leather Culottes (Pink)",1090,""
"Dated Leather Culottes (Brown)",1091,""
"Dated Leather Culottes (Blue)",1092,""
"Dated Leather Skirt",1093,""
"Dated Leather Skirt (Red)",1094,""
"Dated Leather Skirt (Black)",1095,""
"Dated Leather Skirt (Ochre)",1096,""
"Dated Leather Skirt (Green)",1097,""
"Dated Canvas Trousers",1098,""
"Dated Canvas Trousers (Pink)",1099,""
"Dated Canvas Trousers (Brown)",1100,""
"Dated Canvas Trousers (Blue)",1101,""
"Dated Canvas Trousers (Auburn)",1102,""
"Dated Velveteen Sarouel (Black)",1103,""
"Dated Velveteen Sarouel (Red)",1104,""
"Dated Velveteen Sarouel (Yellow)",1105,""
"Dated Velveteen Sarouel (Green)",1106,""
"Dated Velveteen Kecks",1107,""
"Dated Velveteen Kecks (Black)",1108,""
"Dated Velveteen Bottom",1109,""
"Dated Velveteen Bottom (Black)",1110,""
"Dated Velveteen Bottom (Red)",1111,""
"Dated Velveteen Bottom (Yellow)",1112,""
"Dated Velveteen Bottom (Green)",1113,""
"Dated Tarred Leather Culottes",1114,""
"Dated Tarred Leather Culottes (Black)",1115,""
"Dated Tarred Leather Culottes (Red)",1116,""
"Dated Tarred Leather Culottes (Yellow)",1117,""
"Dated Tarred Leather Culottes (Green)",1118,""
"Dated Tarred Leather Trousers",1119,""
"Dated Tarred Leather Trousers (Pink)",1120,""
"Dated Tarred Leather Trousers (Brown)",1121,""
"Dated Tarred Leather Trousers (Blue)",1122,""
"Dated Tarred Leather Trousers (Auburn)",1123,""
"Dated Linen Bottom",1124,""
"Dated Linen Bottom (Pink)",1125,""
"Dated Linen Bottom (Blue)",1126,""
"Dated Linen Bottom (Brown)",1127,""
"Dated Linen Bottom (Yellow)",1128,""
"Weathered Smithy's Gloves",1129,""
